gene_symbol	cytobandID
RPS3AP9	q31.1
ENSG00000237283	q31.1
ENSG00000238054	q31.1
LINC01035	q31.1
CLPTM1LP1	q31.1
GAPDHP75	q31.1
RNA5SP73	q31.1
LINC01701	q31.1
ENSG00000238270	q31.1
ENSG00000287472	q31.1
ENSG00000230987	q31.1
BRINP3	q31.1
ENSG00000225811	q31.1
BRINP3-DT	q31.1
ENSG00000241505	q31.1
ENSG00000236025	q31.1
ENSG00000238108	q31.1
ENSG00000285638	q31.2
HNRNPA1P46	q31.2
ENSG00000261642	q31.2
ENSG00000271187	q31.2
LINC01680	q31.2
LINC02770	q31.2
ENSG00000223344	q31.2
RGS18	q31.2
ENSG00000285280	q31.2
ENSG00000226723	q31.2
ENSG00000236792	q31.2
RGS21	q31.2
ENSG00000236069	q31.2
RGS1	q31.2
ENSG00000289995	q31.2
RGS13	q31.2
RPS27AP5	q31.2
MIR4426	q31.2
ENSG00000228687	q31.2
ENSG00000226814	q31.2
RGS2	q31.2
RN7SKP126	q31.2
ZNF101P2	q31.2
UCHL5	q31.2
SCARNA18B	q31.2
RO60	q31.2
GLRX2	q31.2
CDC73	q31.2
MIR1278	q31.2
B3GALT2	q31.2
LINC01031	q31.2
ENSG00000286285	q31.2
ENSG00000288950	q31.2
ENSG00000226640	q31.2
ENSG00000237011	q31.2
RPL23AP22	q31.2
ENSG00000227240	q31.3
EEF1A1P14	q31.3
ENSG00000231714	q31.3
RNU6-983P	q31.3
ENSG00000228167	q31.3
ENSG00000285718	q31.3
ENSG00000287364	q31.3
LINC01724	q31.3
KCNT2	q31.3
MIR4735	q31.3
CFH	q31.3
ENSG00000289697	q31.3
CFHR3	q31.3
CFHR1	q31.3
ENSG00000285986	q31.3
CFHR4	q31.3
CFHR2	q31.3
ENSG00000273844	q31.3
CFHR5	q31.3
F13B	q31.3
ASPM	q31.3
SEPTIN14P12	q31.3
ZBTB41	q31.3
ENSG00000290127	q31.3
ENSG00000237861	q31.3
CRB1	q31.3
MRPS21P3	q31.3
ENSG00000230260	q31.3
DENND1B	q31.3
EEF1A1P32	q31.3
ENSG00000235582	q31.3
FAM204BP	q31.3
ENSG00000224901	q31.3
C1orf53	q31.3
LHX9	q31.3
NEK7	q31.3
PRR13P1	q31.3
ENSG00000287989	q31.3
ATP6V1G3	q31.3
ENSG00000223881	q31.3
PTPRC	q31.3
ENSG00000261573	q31.3
PEBP1P3	q31.3
MIR181A1HG	q32.1
MIR181B1	q32.1
MIR181A1	q32.1
ENSG00000227747	q32.1
ENSG00000225172	q32.1
LINC01222	q32.1
LINC01221	q32.1
ENSG00000286541	q32.1
LINC02789	q32.1
RPL23AP16	q32.1
EEF1A1P44	q32.1
ENSG00000231984	q32.1
ENSG00000228530	q32.1
RNU6-778P	q32.1
ENSG00000229747	q32.1
ENSG00000290125	q32.1
RNU6-716P	q32.1
RNU6-609P	q32.1
NR5A2	q32.1
RNU6-570P	q32.1
ENSG00000229220	q32.1
CCNQP1	q32.1
LINC00862	q32.1
ENSG00000273093	q32.1
ENSG00000213045	q32.1
ENSG00000230623	q32.1
ZNF281	q32.1
ENSG00000282849	q32.1
KIF14	q32.1
DDX59	q32.1
DDX59-AS1	q32.1
CAMSAP2	q32.1
RPL34P6	q32.1
GPR25	q32.1
INAVA	q32.1
MROH3P	q32.1
ENSG00000293444	q32.1
RNU6-704P	q32.1
KIF21B	q32.1
ENSG00000229191	q32.1
ENSG00000234132	q32.1
CACNA1S	q32.1
ASCL5	q32.1
TMEM9	q32.1
IGFN1	q32.1
ENSG00000229821	q32.1
PKP1	q32.1
TNNT2	q32.1
ENSG00000286600	q32.1
LAD1	q32.1
ENSG00000282221	q32.1
TNNI1	q32.1
ENSG00000227048	q32.1
PHLDA3	q32.1
ENSG00000224818	q32.1
CSRP1	q32.1
CSRP1-AS1	q32.1
ENSG00000293257	q32.1
RPS10P7	q32.1
NAV1	q32.1
ENSG00000236390	q32.1
IPO9-AS1	q32.1
MIR5191	q32.1
ENSG00000235121	q32.1
RNU6-501P	q32.1
MIR1231	q32.1
IPO9	q32.1
MIR6739	q32.1
SHISA4	q32.1
ENSG00000223774	q32.1
LMOD1	q32.1
TIMM17A	q32.1
SNORA70H	q32.1
RPL10P4	q32.1
RNPEP	q32.1
ELF3-AS1	q32.1
MIR6740	q32.1
ELF3	q32.1
ENSG00000249007	q32.1
ENSG00000232296	q32.1
ENSG00000235811	q32.1
CRIP1P3	q32.1
GPR37L1	q32.1
ARL8A	q32.1
PTPN7	q32.1
PTPRVP	q32.1
LGR6	q32.1
UBE2T	q32.1
PPP1R12B	q32.1
CYCSP4	q32.1
RNU6-89P	q32.1
ENSG00000232626	q32.1
ENSG00000293334	q32.1
RPS27P8	q32.1
SYT2	q32.1
SYT2-AS1	q32.1
ENSG00000225620	q32.1
KDM5B	q32.1
COX7CP2	q32.1
SLC25A39P1	q32.1
ENSG00000260021	q32.1
PCAT6	q32.1
MGAT4EP	q32.1
ENSG00000291234	q32.1
TUBA5P	q32.1
ACTG1P25	q32.1
RABIF	q32.1
KLHL12	q32.1
HNRNPA1P59	q32.1
ADIPOR1	q32.1
CYB5R1	q32.1
MGAT4FP	q32.1
ENSG00000290909	q32.1
ENSG00000231547	q32.1
TMEM183A	q32.1
PPFIA4	q32.1
MYOG	q32.1
ADORA1	q32.1
ENSG00000234775	q32.1
ENSG00000224671	q32.1
MYBPH	q32.1
CHI3L1	q32.1
CHIT1	q32.1
NPM1P40	q32.1
LINC01353	q32.1
ENSG00000288925	q32.1
BTG2-DT	q32.1
BTG2	q32.1
RNU6-487P	q32.1
FMOD	q32.1
ENSG00000229652	q32.1
LARP7P1	q32.1
PRELP	q32.1
OPTC	q32.1
ATP2B4	q32.1
NSA2P1	q32.1
SNORA77	q32.1
LAX1	q32.1
ZC3H11A	q32.1
ZBED6	q32.1
ENSG00000288644	q32.1
ENSG00000227417	q32.1
RPL35AP5	q32.1
SNRPE	q32.1
KRT8P29	q32.1
HSPE1P6	q32.1
CBX1P3	q32.1
ENSG00000286383	q32.1
LINC00303	q32.1
ENSG00000286572	q32.1
SOX13	q32.1
ENSG00000261065	q32.1
ETNK2	q32.1
ERLNC1	q32.1
REN	q32.1
ENSG00000225522	q32.1
KISS1	q32.1
GOLT1A	q32.1
PLEKHA6	q32.1
ENSG00000231691	q32.1
RPL21P19	q32.1
LINC00628	q32.1
PPP1R15B-AS1	q32.1
ENSG00000237848	q32.1
PPP1R15B	q32.1
ENSG00000288934	q32.1
PIK3C2B	q32.1
MDM4	q32.1
ENSG00000236779	q32.1
RNA5SP74	q32.1
ENSG00000240710	q32.1
LRRN2	q32.1
ENSG00000240219	q32.1
ENSG00000228153	q32.1
RNA5SP75	q32.1
ENSG00000251861	q32.1
ENSG00000287197	q32.1
NFASC	q32.1
RPL13AP11	q32.1
CNTN2	q32.1
TMEM81	q32.1
RBBP5	q32.1
ENSG00000271580	q32.1
ENSG00000236108	q32.1
DSTYK	q32.1
RPL17P8	q32.1
TMCC2	q32.1
TMCC2-AS1	q32.1
NUAK2	q32.1
KLHDC8A	q32.1
SNRPGP10	q32.1
LEMD1-AS1	q32.1
LEMD1	q32.1
BLACAT1	q32.1
MIR135B	q32.1
LEMD1-DT	q32.1
CDK18	q32.1
RNU2-19P	q32.1
MFSD4A	q32.1
RNU6-418P	q32.1
ELK4	q32.1
ENSG00000236942	q32.1
SLC45A3	q32.1
NUCKS1	q32.1
SNORA72	q32.1
RAB29	q32.1
ENSG00000285521	q32.1
SLC41A1	q32.1
PM20D1-AS1	q32.1
PM20D1	q32.1
SLC26A9	q32.1
ENSG00000227687	q32.1
RAB7B	q32.1
CTSE	q32.1
ENSG00000293455	q32.1
ENSG00000285417	q32.1
RHEX	q32.1
ENSG00000252692	q32.1
AVPR1B	q32.1
AVPR1B-DT	q32.1
ENSG00000287432	q32.1
RPL22P4	q32.1
ENSG00000236889	q32.1
FAM72A	q32.1
SRGAP2	q32.1
ENSG00000229509	q32.1
IKBKE	q32.1
MIR6769B	q32.1
IKBKE-AS1	q32.1
ENSG00000261000	q32.1
RASSF5	q32.1
RPL7AP20	q32.1
ENSG00000279946	q32.1
EIF2D	q32.1
DYRK3-AS1	q32.1
DYRK3	q32.1
MAPKAPK2	q32.1
ENSG00000224114	q32.1
IL10	q32.1
IL19	q32.1
IL20	q32.1
IL24	q32.1
FCMR	q32.1
ENSG00000271680	q32.1
RPL13AP8	q32.1
PIGR	q32.1
FCAMR	q32.1
C1orf116	q32.1
PFKFB2	q32.1
YOD1	q32.1
C4BPB	q32.1
C4BPA	q32.2
ENSG00000275392	q32.2
ENSG00000226565	q32.2
C4BPAP1	q32.2
ENSG00000243636	q32.2
C4BPAP2	q32.2
LINC02942	q32.2
CD55	q32.2
ENSG00000283044	q32.2
CR2	q32.2
CR1	q32.2
CR1-AS1	q32.2
CR1L	q32.2
CD46P1	q32.2
CDCA4P3	q32.2
RNA5SP534	q32.2
ENSG00000285239	q32.2
CD46	q32.2
MIR29B2CHG	q32.2
CDCA4P4	q32.2
MIR29C	q32.2
MIR29B2	q32.2
ENSG00000289071	q32.2
CD34	q32.2
ENSG00000285719	q32.2
LINC02767	q32.2
PLXNA2	q32.2
ENSG00000287220	q32.2
ENSG00000286198	q32.2
ENSG00000226843	q32.2
LINC01735	q32.2
LINC02769	q32.2
RPS26P13	q32.2
LINC01717	q32.2
LINC01774	q32.2
ENSG00000278684	q32.2
ENSG00000287046	q32.2
ENSG00000232537	q32.2
ENSG00000228081	q32.2
TFDP1P1	q32.2
ATP5MC2P1	q32.2
LINC01696	q32.2
LINC01698	q32.2
MIR205HG	q32.2
MIR205	q32.2
ENSG00000224260	q32.2
ENSG00000287902	q32.2
CAMK1G	q32.2
LAMB3	q32.2
MIR4260	q32.2
HSD11B1-AS1	q32.2
G0S2	q32.2
HSD11B1	q32.2
ADORA2BP1	q32.2
TRAF3IP3	q32.2
C1orf74	q32.2
ENSG00000289700	q32.2
IRF6	q32.2
UTP25	q32.2
SYT14	q32.2
ENSG00000287343	q32.2
SERTAD4-AS1	q32.2
SERTAD4	q32.2
ST13P19	q32.2
ENSG00000233455	q32.2
HHAT	q32.2
ENSG00000287354	q32.2
RNU5A-8P	q32.2
ENSG00000287157	q32.2
BPNT2P1	q32.2
KCNH1	q32.2
ENSG00000279333	q32.2
IPO8P1	q32.2
ENSG00000283952	q32.2
ENSG00000284376	q32.2
KCNH1-IT1	q32.2
ENSG00000234004	q32.2
PRELID1P5	q32.2
RCOR3	q32.2
TRAF5	q32.3
ENSG00000287033	q32.3
LINC00467	q32.3
SNX25P1	q32.3
ARPC3P2	q32.3
RD3	q32.3
ENSG00000223649	q32.3
SLC30A1	q32.3
ENSG00000261314	q32.3
ENSG00000288738	q32.3
ENSG00000228792	q32.3
NTRAS	q32.3
NEK2	q32.3
FDPSP8	q32.3
NEK2-DT	q32.3
ENSG00000226868	q32.3
LPGAT1	q32.3
RN7SL344P	q32.3
LPGAT1-AS1	q32.3
ENSG00000233626	q32.3
INTS7	q32.3
ENSG00000212187	q32.3
DTL	q32.3
RPL21P28	q32.3
MIR3122	q32.3
RN7SKP98	q32.3
ENSG00000229983	q32.3
LINC02608	q32.3
PPP2R5A	q32.3
ENSG00000230063	q32.3
ENSG00000234915	q32.3
RPL23AP18	q32.3
SNORA16B	q32.3
ENSG00000229832	q32.3
PACC1	q32.3
ENSG00000287445	q32.3
NENF	q32.3
LINC02771	q32.3
ENSG00000286213	q32.3
LINC01740	q32.3
ENSG00000260805	q32.3
ENSG00000288007	q32.3
ATF3	q32.3
ENSG00000235862	q32.3
GARIN4	q32.3
RFKP5	q32.3
LINC02773	q32.3
BATF3	q32.3
NSL1	q32.3
TATDN3	q32.3
ENSG00000236905	q32.3
SPATA45	q32.3
FLVCR1-DT	q32.3
ENSG00000235182	q32.3
ENSG00000236317	q32.3
FLVCR1	q32.3
ENSG00000282718	q32.3
VASH2	q32.3
ANGEL2	q32.3
RPS6KC1	q32.3
RPL31P13	q32.3
ENSG00000225233	q32.3
ENSG00000228255	q32.3
PROX1-AS1	q32.3
LINC00538	q32.3
PROX1	q32.3
ENSG00000274895	q32.3
ENSG00000272167	q32.3
LINC02775	q32.3
SMYD2	q32.3
ENSG00000228470	q32.3
PTPN14	q32.3
ENSG00000213036	q41
KRT18P12	q41
CENPF	q41
ABHD17AP3	q41
UBE2V1P13	q41
GAPDHP24	q41
ENSG00000223869	q41
ENSG00000287008	q41
KCNK2	q41
VDAC1P10	q41
ENSG00000282265	q41
KCTD3	q41
USH2A	q41
SNORD116	q41
ENSG00000229242	q41
USH2A-AS2	q41
USH2A-AS1	q41
MRPS18BP1	q41
ESRRG	q41
GPATCH2	q41
SPATA17	q41
SPATA17-AS1	q41
UBBP2	q41
LINC00210	q41
ENSG00000230714	q41
LINC01653	q41
ENSG00000286775	q41
RNU1-141P	q41
RRP15	q41
ENSG00000229016	q41
ENSG00000223375	q41
TGFB2-AS1	q41
TGFB2	q41
TGFB2-OT1	q41
LINC02869	q41
NXNP1	q41
LINC01710	q41
LYPLAL1-DT	q41
LYPLAL1	q41
RIMKLBP2	q41
ENSG00000223842	q41
ENSG00000277007	q41
ENSG00000287676	q41
LYPLAL1-AS1	q41
ENSG00000238232	q41
ZC3H11B	q41
SLC30A10	q41
RNA5SP76	q41
EPRS1	q41
BPNT1	q41
IARS2	q41
MIR215	q41
MIR194-1	q41
RPS15AP12	q41
RAB3GAP2	q41
MIR664A	q41
SNORA36B	q41
SNX2P1	q41
ENSG00000270708	q41
MORF4L1P1	q41
AURKAP1	q41
XRCC6P3	q41
RPLP0P5	q41
ENSG00000226927	q41
ENSG00000260505	q41
RPL7AP81	q41
ENSG00000234863	q41
PRELID3BP1	q41
LINC02779	q41
MARK1	q41
RN7SL464P	q41
HDAC1P2	q41
ENSG00000293204	q41
C1orf115	q41
MTARC2	q41
MTARC1	q41
ENSG00000286231	q41
RNU6ATAC35P	q41
ENSG00000276642	q41
ENSG00000272823	q41
LINC01352	q41
HLX-AS1	q41
ENSG00000289142	q41
HLX	q41
ENSG00000226211	q41
LINC02817	q41
ENSG00000232436	q41
ENSG00000286398	q41
ENSG00000227585	q41
ENSG00000286421	q41
DUSP10	q41
LINC01705	q41
RNU6-403P	q41
LINC02474	q41
ENSG00000236230	q41
QRSL1P2	q41
ENSG00000226643	q41
CICP13	q41
ENSG00000276997	q41
RNU6-791P	q41
ENSG00000267305	q41
HHIPL2	q41
TAF1A	q41
TAF1A-AS1	q41
MIA3	q41
ENSG00000229399	q41
ENSG00000272750	q41
AIDA	q41
BROX	q41
FAM177B	q41
ENSG00000289880	q41
ENSG00000287684	q41
DISP1	q41
NDUFB1P2	q41
ENSG00000287338	q41
TLR5	q41
ENSG00000236846	q41
ENSG00000226601	q41
SUSD4	q41
RNU4-57P	q41
CCDC185	q41
CAPN8	q41
SNRPEP10	q41
RNU6-1248P	q41
CAPN2	q41
TP53BP2	q41
ENSG00000288999	q41
PHB1P11	q41
ACTBP11	q41
CICP5	q42.11
ENSG00000291068	q42.11
RNU6-1319P	q42.11
GTF2IP20	q42.11
ENSG00000290989	q42.11
ENSG00000278467	q42.11
SEPTIN7P13	q42.11
ENSG00000229930	q42.11
RN7SKP49	q42.11
FBXO28	q42.11
ENSG00000236773	q42.11
DEGS1	q42.11
ENSG00000232628	q42.11
ENSG00000237101	q42.11
NVL	q42.11
MIR320B2	q42.11
ENSG00000229742	q42.11
RNU6-1008P	q42.11
CNIH4	q42.11
MIR4742	q42.11
WDR26	q42.12
CNIH3	q42.12
AKR1B1P1	q42.12
CNIH3-AS2	q42.12
DNAJB6P6	q42.12
ENSG00000286174	q42.12
CNIH3-AS1	q42.12
LINC02813	q42.12
ENSG00000286719	q42.12
DNAH14	q42.12
LBR	q42.12
LINC02765	q42.12
ENSG00000282418	q42.12
ENSG00000289962	q42.12
ENAH	q42.12
ENSG00000289602	q42.12
ENSG00000227496	q42.12
ENSG00000226349	q42.12
RNU6-1304P	q42.12
SRP9	q42.12
LEFTY3P	q42.12
EPHX1	q42.12
ENSG00000242861	q42.12
TMEM63A	q42.12
LEFTY1	q42.12
ENSG00000255835	q42.12
PYCR2	q42.12
MIR6741	q42.12
ENSG00000248322	q42.12
LEFTY2	q42.12
NDUFA3P3	q42.12
SDE2	q42.12
ENSG00000289341	q42.12
H3-3A-DT	q42.12
H3-3A	q42.12
LINC01703	q42.12
ENSG00000270598	q42.12
ACBD3	q42.12
ACBD3-AS1	q42.12
ENSG00000223570	q42.12
MIXL1	q42.12
LIN9	q42.12
YBX1P9	q42.12
ENSG00000275406	q42.12
ENSG00000289348	q42.12
PARP1	q42.12
ENSG00000270287	q42.12
RPS3AP7	q42.12
RN7SKP165	q42.12
CDKN2AIPNLP1	q42.12
ENSG00000287627	q42.12
STUM	q42.12
ITPKB	q42.12
ITPKB-IT1	q42.12
ITPKB-AS1	q42.12
RPS27P5	q42.12
ENSG00000287259	q42.13
PSEN2	q42.13
ENSG00000288674	q42.13
COQ8A	q42.13
ENSG00000228525	q42.13
CDC42BPA	q42.13
ENSG00000233706	q42.13
ENSG00000287532	q42.13
ENSG00000228625	q42.13
ENSG00000228729	q42.13
UBA5P1	q42.13
ENSG00000287525	q42.13
LINC01641	q42.13
NUCKS1P1	q42.13
ENSG00000242757	q42.13
BTF3P9	q42.13
ENSG00000237193	q42.13
ENSG00000278180	q42.13
TUBB8P10	q42.13
TUBB8P9	q42.13
ENSG00000227711	q42.13
ENSG00000287205	q42.13
RNA5SP77	q42.13
ZNF678	q42.13
FAM133FP	q42.13
ZNF847P	q42.13
SNAP47	q42.13
JMJD4	q42.13
SNAP47-AS1	q42.13
ENSG00000286389	q42.13
PRSS38	q42.13
WNT9A	q42.13
MIR5008	q42.13
CICP26	q42.13
SEPTIN14P17	q42.13
WNT3A	q42.13
LINC02809	q42.13
ARF1	q42.13
MIR3620	q42.13
C1orf35	q42.13
MRPL55	q42.13
CIAO2AP2	q42.13
ENSG00000287895	q42.13
ENSG00000280157	q42.13
ENSG00000227625	q42.13
GUK1	q42.13
GJC2	q42.13
IBA57-DT	q42.13
IBA57	q42.13
OBSCN-AS1	q42.13
OBSCN	q42.13
ENSG00000269934	q42.13
ENSG00000270110	q42.13
ENSG00000286773	q42.13
ENSG00000287315	q42.13
ENSG00000270104	q42.13
TRIM11	q42.13
ENSG00000270094	q42.13
MIR6742	q42.13
ENSG00000231563	q42.13
TRIM17	q42.13
H3-4	q42.13
H2AC25	q42.13
RPL23AP15	q42.13
H2BC26	q42.13
MIR4666A	q42.13
H2BC27P	q42.13
ENSG00000279306	q42.13
RNF187	q42.13
BTNL10P	q42.13
ENSG00000293430	q42.13
RNA5SP19	q42.13
RNA5SP162	q42.13
RNA5S1	q42.13
RNA5S2	q42.13
RNA5S3	q42.13
RNA5S4	q42.13
RNA5S5	q42.13
RNA5S6	q42.13
RNA5S7	q42.13
RNA5S8	q42.13
RNA5S9	q42.13
RNA5S10	q42.13
RNA5S11	q42.13
RNA5S12	q42.13
RNA5S13	q42.13
RNA5S14	q42.13
RNA5S15	q42.13
RNA5S16	q42.13
RNA5S17	q42.13
RNA5SP18	q42.13
DUSP5P1	q42.13
ENSG00000206878	q42.13
FTH1P2	q42.13
RHOU	q42.13
ENSG00000271475	q42.13
ENSG00000271399	q42.13
LINC02815	q42.13
ISCA1P2	q42.13
LINC02814	q42.13
ENSG00000233920	q42.13
TMEM78	q42.13
RAB4A-AS1	q42.13
RAB4A	q42.13
ENSG00000237481	q42.13
CCSAP	q42.13
RNU6-180P	q42.13
ENSG00000288862	q42.13
RN7SKP276	q42.13
ENSG00000230331	q42.13
ACTA1	q42.13
ENSG00000290037	q42.13
NUP133	q42.13
ENSG00000226920	q42.13
NUP133-DT	q42.13
ABCB10	q42.13
RNU4-21P	q42.13
RNA5SP78	q42.13
HMGN2P19	q42.13
TAF5L	q42.13
URB2	q42.13
KIAA1191P3	q42.13
HMGB1P26	q42.13
LINC01682	q42.13
LINC01736	q42.13
GALNT2	q42.13
ENSG00000227006	q42.13
ENSG00000224407	q42.13
PGBD5	q42.13
ENSG00000282564	q42.13
LINC01737	q42.2
ENSG00000235817	q42.2
COG2	q42.2
AGT	q42.2
ENSG00000244137	q42.2
CAPN9	q42.2
RNA5SP79	q42.2
ENSG00000225656	q42.2
C1orf198	q42.2
ENSG00000223393	q42.2
ENSG00000288037	q42.2
ENSG00000287395	q42.2
RN7SL837P	q42.2
TTC13	q42.2
ARV1	q42.2
FAM89A	q42.2
MIR1182	q42.2
ENSG00000227934	q42.2
ENSG00000229595	q42.2
TRIM67	q42.2
TRIM67-AS1	q42.2
C1orf131	q42.2
GNPAT	q42.2
RNA5SP80	q42.2
EXOC8	q42.2
SPRTN	q42.2
ENSG00000287450	q42.2
EGLN1	q42.2
ENSG00000287856	q42.2
SNRPD2P2	q42.2
ENSG00000233461	q42.2
TSNAX	q42.2
TSNAX-DISC1	q42.2
LINC00582	q42.2
DISC1	q42.2
RNU5A-5P	q42.2
ENSG00000286071	q42.2
ENSG00000274121	q42.2
DISC1-IT1	q42.2
ENSG00000235152	q42.2
ENSG00000236372	q42.2
ENSG00000224436	q42.2
RN7SL299P	q42.2
SIPA1L2	q42.2
RNU6-1211P	q42.2
LINC01745	q42.2
LINC01744	q42.2
MAP10	q42.2
RNU1-74P	q42.2
ENSG00000286774	q42.2
ENSG00000232175	q42.2
NTPCR	q42.2
PCNX2	q42.2
RPS7P3	q42.2
ENSG00000251508	q42.2
MAP3K21	q42.2
RNU4-77P	q42.2
ENSG00000287423	q42.2
ENSG00000289305	q42.2
KCNK1	q42.2
MIR4427	q42.2
ENSG00000286109	q42.2
ENSG00000225486	q42.2
ENSG00000286666	q42.2
ENSG00000287921	q42.2
SLC35F3	q42.2
RAC1P7	q42.2
ENSG00000233332	q42.2
ENSG00000231272	q42.2
SLC35F3-AS1	q42.2
ENSG00000232166	q42.2
MIR4671	q42.2
ENSG00000235605	q42.2
ENSG00000236358	q42.2
ENSG00000273367	q42.2
COA6-AS1	q42.2
COA6	q42.2
TARBP1	q42.2
LINC01354	q42.2
ENSG00000288760	q42.2
ENSG00000286210	q42.2
ENSG00000287633	q42.2
ENSG00000230404	q42.2
U8	q42.2
IRF2BP2	q42.3
ENSG00000228830	q42.3
LINC00184	q42.3
ENSG00000272362	q42.3
ENSG00000228044	q42.3
ENSG00000241475	q42.3
ENSG00000230628	q42.3
ENSG00000282097	q42.3
LINC01132	q42.3
LINC02961	q42.3
ENSG00000289377	q42.3
ENSG00000286263	q42.3
RNY4P16	q42.3
RN7SL668P	q42.3
LINC02971	q42.3
LNCATV	q42.3
LINC03108	q42.3
LINC01348	q42.3
ENSG00000233018	q42.3
ENSG00000273416	q42.3
TOMM20	q42.3
SNORA14B	q42.3
RBM34	q42.3
ARID4B	q42.3
ENSG00000289114	q42.3
MIR4753	q42.3
RPL23AP23	q42.3
GGPS1	q42.3
ENSG00000285053	q42.3
ENSG00000227962	q42.3
ENSG00000230026	q42.3
ENSG00000285177	q42.3
TBCE	q42.3
RPS21P1	q42.3
B3GALNT2	q42.3
MTCYBP14	q42.3
MTND6P14	q42.3
MTND5P19	q42.3
MTND4P10	q42.3
MTND4LP21	q42.3
MTND3P8	q42.3
MTCO3P46	q42.3
GNG4	q42.3
ENSG00000270710	q42.3
ENSG00000227236	q42.3
LYST	q42.3
LDHAP2	q42.3
LYST-AS1	q42.3
MIR1537	q42.3
RNU6-968P	q42.3
LINC02768	q42.3
NID1	q42.3
ENSG00000235371	q42.3
ENSG00000286142	q42.3
GPR137B	q42.3
ERO1B	q42.3
RNU2-70P	q42.3
ENSG00000237922	q42.3
ENO1P1	q43
LGALS8	q43
LGALS8-AS1	q43
ENSG00000273058	q43
ENSG00000230325	q43
HEATR1	q43
ACTN2	q43
MTR	q43
RPSAP21	q43
RPL35P1	q43
MT1HL1	q43
ENSG00000288099	q43
RYR2	q43
RN7SKP195	q43
MIR4428	q43
ENSG00000252290	q43
ENSG00000289628	q43
ENSG00000237250	q43
ZP4	q43
ENSG00000243781	q43
MTCO1P38	q43
ENSG00000283166	q43
ENSG00000283377	q43
MTCYBP15	q43
MTND6P15	q43
MTND5P18	q43
YWHAQP9	q43
ENSG00000234464	q43
ENSG00000232989	q43
RNU6-725P	q43
LINC01139	q43
ENSG00000231877	q43
KRT18P32	q43
MIPEPP2	q43
ENSG00000287177	q43
ENSG00000227854	q43
ENSG00000287589	q43
ENSG00000259776	q43
CHRM3	q43
CHRM3-AS2	q43
CHRM3-AS1	q43
ENSG00000231979	q43
ENSG00000215805	q43
ENSG00000287102	q43
RPS7P5	q43
FMN2	q43
ENSG00000228818	q43
ADH5P3	q43
ENSG00000233735	q43
ENSG00000233519	q43
GREM2	q43
ENSG00000224359	q43
ENSG00000226014	q43
ENSG00000231440	q43
ENSG00000228844	q43
RNU5F-8P	q43
ENSG00000234872	q43
ENSG00000230015	q43
ENSG00000226919	q43
RGS7	q43
THAP12P8	q43
RFKP1	q43
HNRNPA1P42	q43
ENSG00000238085	q43
MIR3123	q43
RPL36P6	q43
ENSG00000286496	q43
ENSG00000287516	q43
ENSG00000287738	q43
FH	q43
KMO	q43
OPN3	q43
CHML	q43
ENSG00000287513	q43
WDR64	q43
ENSG00000288723	q43
RPL6P3	q43
EXO1	q43
RPL23AP20	q43
BECN2	q43
CFL1P4	q43
MAP1LC3C	q43
TUBB8P6	q43
ENSG00000277099	q43
PLD5	q43
ENSG00000272865	q43
RN7SKP12	q43
ENSG00000224525	q43
ENSG00000226750	q43
RPL10AP5	q43
ENSG00000213690	q43
ENSG00000270859	q43
RSL24D1P4	q43
ENSG00000270818	q43
ENSG00000277704	q43
ENSG00000230199	q43
ENSG00000234116	q43
ENSG00000291216	q43
SEPTIN14P21	q43
CICP21	q43
ENSG00000253326	q43
LINC01347	q43
RNU6-747P	q43
CEP170	q43
ENSG00000227230	q43
ENSG00000232085	q43
SDCCAG8	q43
FCF1P7	q43
MIR4677	q43
AKT3	q44
ENSG00000236031	q44
FABP7P1	q44
ENSG00000232184	q44
AKT3-IT1	q44
LINC02774	q44
ENSG00000289055	q44
ZBTB18	q44
ENSG00000279774	q44
ENSG00000229960	q44
ENSG00000286486	q44
RN7SL148P	q44
ENSG00000237759	q44
ENSG00000287531	q44
ENSG00000289439	q44
SPMIP3	q44
ENSG00000240963	q44
TGIF2P1	q44
ADSS2	q44
CATSPERE	q44
CYCSP5	q44
DESI2	q44
ENSG00000232059	q44
C1orf202	q44
ENSG00000282317	q44
ENSG00000287601	q44
COX20	q44
HNRNPU	q44
ENSG00000273175	q44
RN7SKP55	q44
RNU6-947P	q44
ENSG00000272195	q44
EFCAB2	q44
RNU6-1089P	q44
RNU6-999P	q44
ENSG00000223353	q44
RNU1-132P	q44
KIF26B	q44
KIF26B-AS1	q44
DNAJC19P8	q44
ENSG00000238224	q44
ENSG00000231612	q44
SMYD3	q44
ENSG00000235096	q44
SMYD3-AS1	q44
CHCHD4P5	q44
RNU6-1283P	q44
SMYD3-IT1	q44
ENSG00000227728	q44
LINC01743	q44
ENSG00000230813	q44
ENSG00000229112	q44
TFB2M	q44
CNST	q44
ENSG00000225300	q44
RPL7AP82	q44
ENSG00000260698	q44
ENSG00000235021	q44
SCCPDH	q44
RPL35AP6	q44
KIF28P	q44
ENSG00000260855	q44
LINC01341	q44
ENSG00000293403	q44
ENSG00000235386	q44
ENSG00000252011	q44
AHCTF1	q44
ZNF695	q44
ZNF670-ZNF695	q44
ENSG00000236775	q44
ZNF670	q44
ENSG00000215796	q44
ENSG00000228982	q44
ZNF669	q44
ENSG00000286747	q44
LINC02897	q44
FGFR3P6	q44
ZNF124	q44
ENSG00000224014	q44
ENSG00000215795	q44
ENSG00000259865	q44
